chr	start	end	cjc_1	cjc_2	ljc_1	ljc_2	adj_cjc_len	adj_ljc_len	pbsi1	pbsi2	delta_pbsi	P	FDR
chr6	138416334	138416414	0,0,0,0,0,0,0,0,0,0,0,1,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0	14,7,22,5,9,13,20,1,17,16,18,11,1	13,2,3,8,13,5,16,1,33,13,8,17,4,11	81	369	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2928571428571428,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.022527472527472524	1.0	1.0
chr16	4668632	4668743	0,0,0,0,0,0,0,0,0,0,0,1,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0	5,13,19,12,16,6,19,1,11,33,14,13,39	11,24,16,8,25,9,19,15,8,9,30,6,21,8	112	400	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21551724137931028,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.01657824933687002	1.0	1.0
chr7	19698336	19698403	0,0,0,0,0,0,0,0,0,0,0,2,3	0,2,0,3,0,0,0,2,0,0,1,0,2,1	207,261,239,321,264,213,73,7,224,187,66,249,352	470,33,336,201,61,151,74,159,217,278,130,187,172,382	68	356	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040353661301292254,0.042713165893457083	0.0,0.24086603518267935,0.0,0.07247557003257321,0.0,0.0,0.0,0.06178410274210344,0.0,0.0,0.038712483688560284,0.0,0.05738233397807857,0.013519671882120554	-0.028234543883807743	1.0	1.0
chr4	75950553	75950650	0,0,0,0,0,0,0,0,0,0,0,1,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0	275,308,345,252,216,423,164,7,368,173,173,226,67	470,29,259,200,139,148,172,144,376,265,33,299,146,266	98	386	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017129670719801204,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0013176669784462464	1.0	1.0
chr3	76075737	76075865	0,0,0,0,0,0,0,0,0,0,0,1,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0	11,1,12,0,0,6,1,0,6,0,0,0,0	3,1,0,0,0,0,1,9,18,3,12,3,12,0	129	417	0.0,0.0,0.0,nan,nan,0.0,0.0,nan,0.0,nan,nan,1.0,nan	0.0,0.0,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan	0.14285714285714285	0.25589306938883205	1.0
chr17	7251647	7251686	0,0,0,0,0,0,0,0,0,0,0,1,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0	92,205,208,161,194,164,32,2,146,22,29,260,8	173,337,229,277,13,151,31,33,198,174,39,122,39,230	40	328	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030574198359433313,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.002351861412264101	1.0	1.0
chr11	46277850	46278058	0,0,0,0,0,0,0,0,0,0,0,1,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0	22,29,36,252,55,53,54,0,36,31,36,12,0	16,57,41,38,58,17,66,2,49,40,3,31,2,100	209	497	0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.1653910149750416,nan	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.015035546815912874	1.0	1.0
chr11	59132371	59132460	0,0,0,0,0,0,0,0,0,0,0,1,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0	28,1,35,11,5,55,17,0,33,14,18,12,5	34,6,14,9,13,7,10,9,36,34,18,30,2,10	90	378	0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.2592592592592593,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.02160493827160494	1.0	1.0
chr2	37645327	37645470	0,0,0,0,0,0,0,0,0,0,0,0,1	0,0,0,0,0,0,0,0,0,0,0,0,0,0	222,559,408,925,625,481,173,13,378,334,218,545,27	382,349,1293,564,174,387,123,57,365,259,67,275,98,1446	144	432	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10000000000000009	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.007692307692307699	1.0	1.0
chr2	178430839	178433432	0,0,0,0,0,0,0,0,0,0,0,0,2	0,0,0,0,0,0,0,0,0,0,0,0,0,1	99,97,160,183,151,172,39,3,125,123,65,182,17	78,84,195,125,31,155,82,30,94,94,39,75,35,150	288	576	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19047619047619035	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013157894736842035	0.013712165027954498	1.0	1.0
chr16	18418398	18424303	0,0,0,0,0,0,0,0,0,0,0,0,1	0,0,0,0,0,0,0,0,0,0,0,0,0,0	158,203,540,453,245,174,446,21,356,757,358,275,37	299,351,214,188,418,138,551,946,201,181,209,148,825,499	288	576	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05128205128205132	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.003944773175542409	1.0	1.0
chr8	104497814	104497966	0,0,0,0,0,0,0,0,0,0,0,0,1	0,0,0,0,0,0,0,0,0,0,0,0,0,0	174,296,174,1284,563,273,233,13,198,207,207,396,8	177,150,663,641,204,406,198,85,244,160,45,164,71,602	153	441	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26486486486486494	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.02037422037422038	1.0	1.0
chr5	31526249	31526614	0,0,0,0,0,0,0,0,0,0,0,0,1	0,0,0,0,0,0,0,0,0,0,0,0,0,0	593,843,1077,606,738,682,383,14,1006,275,474,777,19	1114,893,768,685,283,655,385,96,682,1002,88,610,83,669	288	576	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09523809523809523	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.007326007326007326	1.0	1.0
chr17	7352578	7352621	0,0,0,0,0,0,0,0,0,0,0,0,2	0,0,0,0,0,0,0,0,0,0,0,0,0,0	126,69,124,269,166,197,85,2,140,78,82,209,0	201,452,319,221,62,239,95,16,186,130,15,98,5,236	44	332	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.07692307692307693	1.0	1.0
chr7	80743712	80743792	0,0,0,0,0,0,0,0,0,0,0,0,1	0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,15,1,106,218,1,426,12,0,266,140,150,12	3,2,59,75,294,31,231,68,0,0,90,0,34,92	81	369	nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.27516778523489926	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,nan,0.0,0.0	0.02501525320317266	1.0	1.0
chr7	82285131	82285173	0,0,0,0,0,0,0,0,0,0,0,0,2	0,0,0,0,0,0,0,0,0,0,0,0,0,0	3,3,1,3,1,1,0,0,1,0,2,1,6	0,0,3,0,1,2,2,11,2,0,23,2,16,3	43	331	0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,nan,0.0,0.0,0.7195652173913043	nan,nan,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0	0.07195652173913043	0.07654976311694672	1.0
chr1	156294390	156294434	0,0,0,0,0,0,0,0,0,0,0,0,1	0,0,0,0,0,0,0,0,0,0,0,0,0,0	795,664,1848,1036,355,1085,456,24,1245,397,384,662,13	1368,472,631,304,395,394,463,106,1179,1033,25,943,97,524	45	333	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3627450980392156	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.027903469079939663	1.0	1.0
chr1	180973203	180973294	0,0,0,0,0,0,0,0,0,0,0,0,1	0,0,0,0,0,0,0,0,0,0,0,0,0,0	131,94,140,190,79,152,75,2,113,99,82,117,149	143,9,151,133,76,74,55,313,155,103,145,122,367,155	92	380	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026973310618966462	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0020748700476128047	1.0	1.0
chr11	65855083	65855186	0,0,0,0,0,0,0,0,0,0,0,0,1	0,0,0,0,0,0,0,0,0,0,0,0,0,0	2616,4028,4728,4752,5751,3222,2477,137,3490,3142,2554,6094,804	3576,6822,6602,5674,1963,3987,2134,3137,2833,3318,2353,2746,3818,7993	104	392	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004666222264546271	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.000358940174195867	1.0	1.0
chr11	70435573	70435846	0,0,0,0,0,0,0,0,0,0,0,0,1	0,0,0,1,0,0,0,0,0,0,0,0,0,0	792,1671,2525,1907,1715,1016,809,32,1844,771,1113,1862,236	1692,2658,2256,1443,682,1209,874,651,1217,1403,279,1038,602,2306	274	562	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008616195995461928	0.0,0.0,0.0,0.0014193926413836877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0005613991186729618	1.0	1.0
chr11	75571881	75571970	0,0,0,0,0,0,0,0,0,0,0,0,1	0,0,1,0,0,0,0,0,0,0,0,4,0,0	9338,8626,16652,29375,13228,11778,5443,438,13387,6265,2798,10770,136	8544,14372,10824,7432,7301,7919,4643,54,7583,6332,256,7494,44,13509	90	378	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029957203994293913	0.0,0.0,0.00038787610129109584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022367790381849773,0.0,0.0	0.0021169249401479444	1.0	1.0
chr11	118482032	118482489	0,0,0,0,0,0,0,0,0,0,0,0,1	0,0,0,0,0,0,0,0,0,0,0,0,0,0	20,44,78,22,45,31,141,9,57,169,142,75,348	30,82,54,67,108,39,146,148,34,62,288,33,177,57	288	576	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005714285714285672	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0004395604395604363	1.0	1.0
chr6	30744395	30744458	0,0,0,0,0,0,0,0,0,0,0,0,2	0,0,0,0,0,0,0,0,0,0,0,0,0,0	1492,1003,1625,6122,2119,677,253,16,733,268,142,784,51	658,1334,1116,455,220,423,204,19,1291,460,25,1772,35,3864	64	352	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17741935483870963	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.013647642679900741	1.0	1.0
chr6	30895469	30895541	0,0,0,0,0,0,0,0,0,0,0,0,1	0,0,0,0,0,0,0,0,0,0,0,0,0,0	848,302,1446,1370,1140,1171,1085,36,1149,2026,1228,1580,8	1163,2654,1962,1527,1182,1215,1204,54,1277,1059,160,999,27,1416	73	361	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3820105820105819	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.029385429385429377	1.0	1.0
chr5	76637072	76637143	0,0,0,0,0,0,0,0,0,0,0,0,0	1,0,0,0,0,0,0,0,0,0,0,0,0,0	259,163,145,83,487,208,212,4,268,179,131,249,0	208,79,159,415,193,178,179,3,279,173,31,180,1,232	72	360	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan	0.023474178403755763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	-0.0016767270288396974	1.0	1.0
chr17	32929032	32929137	0,0,0,0,0,0,0,0,0,0,0,0,0	2,0,0,0,0,0,0,0,0,0,0,0,0,0	3,5,17,2,18,1,123,2,11,26,53,23,1	5,19,13,18,46,13,104,14,6,6,2,7,9,17	106	394	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.5978755690440061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	-0.042705397788857576	1.0	1.0
chr11	65855026	65855186	0,0,0,0,0,0,0,0,0,0,0,0,0	1,0,0,0,0,0,0,0,0,0,0,0,0,0	2690,4377,5123,4939,6147,3470,2644,150,3793,3486,2782,6500,995	3542,7430,7210,6175,2055,4245,2259,3465,3047,3191,2804,2966,4231,8364	161	449	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0007867379461758972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	-5.619556758399266e-05	1.0	1.0
chr11	65855033	65855186	0,0,0,0,0,0,0,0,0,0,0,0,0	1,0,0,0,0,0,0,0,0,0,0,0,0,0	2660,4310,5036,4912,6104,3417,2689,151,3762,3506,2815,6446,937	3608,7257,7197,6183,2093,4220,2273,3447,3049,3253,2676,2943,4278,8381	154	442	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0007948582382919511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	-5.677558844942508e-05	1.0	1.0
chr11	65855081	65855186	0,0,0,0,0,0,0,0,0,0,0,0,0	1,0,0,0,0,0,0,0,0,0,0,0,0,3	2631,4057,4769,4775,5801,3243,2522,136,3523,3201,2605,6137,825	3607,6779,6692,5726,1987,4060,2171,3188,2842,3337,2348,2750,3888,8059	106	394	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0010294302077672457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013817515278757853	-0.00017222726683164508	1.0	1.0
chr11	69641354	69641391	0,0,0,0,0,0,0,0,0,0,0,0,0	1,0,0,0,0,0,0,0,0,0,0,0,0,0	1627,4156,1813,4405,7461,1687,914,40,1790,448,1633,7991,33	2204,11528,11689,5027,754,6059,813,44,1269,1174,31,1314,43,7408	38	326	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0038773519826826863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	-0.0002769537130487633	1.0	1.0
chr7	45103458	45103639	0,0,0,0,0,0,0,0,0,0,0,0,0	1,0,0,0,0,0,0,0,0,0,0,0,0,0	72,178,169,115,153,99,25,1,114,47,34,164,7	170,145,101,119,24,80,32,9,71,89,7,71,13,152	182	470	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.014963387456224053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	-0.0010688133897302895	1.0	1.0
chr7	100093311	100093371	0,0,0,0,0,0,0,0,0,0,0,0,0	1,0,0,0,0,0,0,0,0,0,0,0,0,0	1019,2511,2987,771,1954,1200,369,15,2230,397,921,3203,53	1369,2028,2670,1686,303,1804,368,199,1275,1076,170,1223,134,1979	61	349	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.004161797324047756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	-0.00029727123743198254	1.0	1.0
chr3	126998092	126998323	0,0,0,0,0,0,0,0,0,0,0,0,0	1,0,0,0,0,0,0,0,0,0,0,0,0,0	11,20,15,21,24,20,0,0,27,3,4,35,15	27,23,28,32,4,21,1,3,19,11,5,21,5,10	232	520	0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0	0.07665094339622647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	-0.005475067385444747	1.0	1.0
chrX	48482639	48482721	0,0,0,0,0,0,0,0,0,0,0,0,0	1,0,0,0,0,0,0,0,0,0,0,0,0,0	449,875,978,934,684,662,144,4,935,210,178,606,15	715,710,610,540,155,490,208,105,430,468,41,446,91,625	83	371	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0062127403041060125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	-0.0004437671645790009	1.0	1.0
chr12	31282760	31282868	0,0,0,0,0,0,0,0,0,0,0,0,0	1,0,0,0,0,0,0,0,0,0,0,0,0,0	3436,2764,2893,1008,1449,4747,294,13,3415,267,405,1925,7	4440,672,2126,1491,288,1585,267,8,4718,4187,26,3672,1,1834	109	397	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0008196433622307264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	-5.8545954445051886e-05	1.0	1.0
chr12	110545902	110545982	0,0,0,0,0,0,0,0,0,0,0,0,0	1,0,0,0,0,0,0,0,0,0,0,0,0,0	219,335,191,286,234,321,127,12,247,163,93,183,0	267,132,276,244,105,150,100,56,297,236,31,279,23,275	81	369	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan	0.01677577741407532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	-0.0011982698152910945	1.0	1.0
chr4	99057759	99061178	0,0,0,0,0,0,0,0,0,0,0,0,0	0,2,0,0,0,0,0,0,0,0,0,0,0,0	1294,1187,1059,803,841,1276,222,17,1105,158,312,830,12	1368,235,674,618,206,463,206,107,1533,1221,29,1320,96,800	288	576	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0167364016736401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	-0.0011954572624028642	1.0	1.0
chr2	69880664	69880766	0,0,0,0,0,0,0,0,0,0,0,0,0	0,2,0,0,0,0,0,0,0,0,0,0,0,0	72,91,89,41,73,92,120,9,107,102,95,90,47	120,36,48,51,98,47,89,128,92,89,63,83,150,71	103	391	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.1741648106904231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	-0.012440343620744507	1.0	1.0
chr6	43523767	43523883	0,0,0,0,0,0,0,0,0,0,0,0,0	0,1,0,0,0,0,0,0,0,0,0,0,0,0	303,670,594,321,443,379,195,7,615,157,230,448,28	530,304,522,437,148,356,177,67,422,340,57,329,59,460	117	405	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.011258443832874665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	-0.0008041745594910475	1.0	1.0
chrX	74197178	74197362	0,0,0,0,0,0,0,0,0,0,0,0,0	0,1,0,0,0,0,0,0,0,0,0,0,0,0	69,44,114,83,51,40,103,1,81,100,109,72,108	111,9,49,65,99,38,88,368,64,57,237,49,410,60	185	473	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.22123479887745556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	-0.01580248563410397	1.0	1.0
chr17	46721879	46721919	0,0,0,0,0,0,0,0,0,0,0,0,0	0,1,0,0,0,0,0,0,0,0,0,0,0,0	7366,8708,8278,7815,5951,10176,3453,160,8362,2622,3362,5526,992	10971,4321,6377,5787,3228,5126,3011,1342,9846,8288,1021,7660,1023,5528	41	329	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0018536255563692539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	-0.0001324018254549467	1.0	1.0
chr17	46721879	46721922	0,0,0,0,0,0,0,0,0,0,0,0,0	0,1,0,0,0,0,0,0,0,0,0,0,0,0	7464,8799,8332,7883,5983,10261,3502,162,8411,2641,3396,5567,1000	11070,4342,6428,5845,3248,5196,3037,1353,9922,8359,1027,7719,1027,5582	44	332	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0017347685233567445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	-0.0001239120373826246	1.0	1.0
chr1	43990663	43990704	0,0,0,0,0,0,0,0,0,0,0,0,0	0,1,0,0,0,1,1,0,1,0,0,0,0,1	1419,2134,2153,2496,2350,1819,295,6,1738,250,280,2653,332	1607,4105,2492,2323,250,2054,245,1071,1617,1698,1372,1611,1196,2273	42	330	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0019103855505383516,0.0,0.0,0.0,0.003810711563777436,0.031073446327683607,0.0,0.004835589941972862,0.0,0.0,0.0,0.0,0.0034448202430164	-0.003219639544784904	1.0	1.0
chr14	55633236	55633333	0,0,0,0,0,0,0,0,0,0,0,0,0	0,2,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,1,0,0,0,0,1,0,1,0	0,0,1,0,0,0,1,2,0,0,1,0,1,4	98	386	nan,nan,nan,nan,0.0,nan,nan,nan,nan,0.0,nan,0.0,nan	nan,1.0,0.0,nan,nan,nan,0.0,0.0,nan,nan,0.0,nan,0.0,0.0	-0.14285714285714285	0.4649806060504571	1.0
chr14	74736035	74737211	0,0,0,0,0,0,0,0,0,0,0,0,0	0,1,0,0,0,0,0,2,0,0,0,0,0,0	635,674,919,666,675,1020,108,3,883,213,93,673,79	958,723,808,562,129,559,133,101,870,776,80,813,91,687	288	576	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0027586206896552667,0.0,0.0,0.0,0.0,0.0,0.03809523809523807,0.0,0.0,0.0,0.0,0.0,0.0	-0.002918132770349524	1.0	1.0
chr11	65855136	65855186	0,0,0,0,0,0,0,0,0,0,0,0,0	0,1,1,0,0,0,0,0,0,0,0,0,0,0	2662,4145,4721,4977,5886,3316,2471,138,3528,3306,2649,6333,660	3703,8274,6950,5945,1968,4202,2095,2914,2890,3577,2139,2752,3785,8189	51	339	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0008027221515795047,0.0009554974928760451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	-0.0001255871174611107	1.0	1.0
chr13	112882992	112883099	0,0,0,0,0,0,0,0,0,0,0,0,0	0,2,0,0,0,0,0,0,0,0,0,0,0,0	79,123,187,51,82,93,198,5,174,86,169,120,10	121,125,75,106,168,63,201,11,180,125,13,112,14,49	108	396	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.055415617128463435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	-0.0039582583663188165	1.0	1.0
chr15	85580908	85581379	0,0,0,0,0,0,0,0,0,0,0,0,0	0,1,0,0,0,0,0,0,0,0,0,0,0,0	13,23,42,25,36,18,176,4,30,144,175,40,3	18,26,46,42,128,23,160,4,35,17,13,26,2,38	288	576	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.07142857142857151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	-0.005102040816326536	1.0	1.0
chr7	44468160	44468276	0,0,0,0,0,0,0,0,0,0,0,0,0	0,1,0,0,0,0,0,0,0,0,0,0,0,0	45984,70531,61551,48495,43052,65376,21275,956,50332,14691,17302,44889,8661	67427,46923,51308,47829,23225,40074,19136,12999,60275,58550,18597,46693,7825,42321	117	405	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,7.376517103685476e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	-5.268940788346768e-06	1.0	1.0
chr7	102465814	102465933	0,0,0,0,0,0,0,0,0,0,0,0,0	0,1,0,0,0,0,0,0,0,0,0,0,0,0	204,387,441,343,442,268,46,2,390,55,77,470,2	271,818,544,387,35,366,63,31,327,307,13,235,11,462	120	408	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0041392744095446465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	-0.0002956624578246176	1.0	1.0
chr7	128460986	128461124	0,0,0,0,0,0,0,0,0,0,0,0,0	0,1,0,0,0,0,0,0,0,0,0,0,0,0	138,100,142,71,101,53,44,2,134,174,61,121,33	100,93,124,146,71,116,57,14,128,93,56,112,11,85	139	427	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.031975438070990014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	-0.0022839598622135726	1.0	1.0
chr9	121766583	121766693	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,1,0,0,0,0,0,0,0,0,0,0,0	179,236,374,478,433,215,284,7,274,258,218,479,19	297,586,547,522,186,413,218,49,194,244,49,162,65,409	111	399	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.006528568623600961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	-0.0004663263302572115	1.0	1.0
