chr	start	end	type	strand	gene_id	gene_name	subtype	exon_start	exon_end	len
chr7	65959310	65959473	intergenic	.	.	.	intergenic	65959310	65959473	164
chr7	83959868	83961542	intergenic	.	.	.	intergenic	83959868	83961542	1675
chr14	59626401	59626685	intergenic	.	.	.	intergenic	59626401	59626685	285
chr2	24883821	24884145	intergenic	.	.	.	intergenic	24883821	24884145	325
chr2	127757622	127757678	intergenic	.	.	.	intergenic	127757622	127757678	57
chr7	73441396	73441585	intergenic	.	.	.	intergenic	73441396	73441585	190
chr7	132128244	132128351	intergenic	.	.	.	intergenic	132128244	132128351	108
chr10	34155474	34155908	intergenic	.	.	.	intergenic	34155474	34155908	435
chr11	57309884	57310075	intergenic	.	.	.	intergenic	57309884	57310075	192
chr11	110245096	110245217	intergenic	.	.	.	intergenic	110245096	110245217	122
chr15	73304120	73304406	intergenic	.	.	.	intergenic	73304120	73304406	287
chr13	112882989	112883099	intergenic	.	.	.	intergenic	112882989	112883099	111
chr2	75678367	75678487	intergenic	.	.	.	intergenic	75678367	75678487	121
chr2	66491508	66493078	intergenic	.	.	.	intergenic	66491508	66493078	1571
chr2	76813723	76814137	intergenic	.	.	.	intergenic	76813723	76814137	415
chr2	76883548	76883909	intergenic	.	.	.	intergenic	76883548	76883909	362
chr18	34496456	34497333	intergenic	.	.	.	intergenic	34496456	34497333	878
chr11	65854840	65855186	intergenic	.	.	.	intergenic	65854840	65855186	347
chr11	78218956	78219167	intergenic	.	.	.	intergenic	78218956	78219167	212
chr14	20358141	20359331	intergenic	.	.	.	intergenic	20358141	20359331	1191
chr14	66638461	66639479	intergenic	.	.	.	intergenic	66638461	66639479	1019
chr14	74736035	74737211	intergenic	.	.	.	intergenic	74736035	74737211	1177
chr14	79198461	79198815	intergenic	.	.	.	intergenic	79198461	79198815	355
chr1	193180268	193181305	intergenic	.	.	.	intergenic	193180268	193181305	1038
chr16	30365698	30366834	intergenic	.	.	.	intergenic	30365698	30366834	1137
chr10	114591752	114592051	intergenic	.	.	.	intergenic	114591752	114592051	300
chr12	98857863	98858718	intergenic	.	.	.	intergenic	98857863	98858718	856
chr3	65528633	65529432	intergenic	.	.	.	intergenic	65528633	65529432	800
chr3	98813250	98814181	intergenic	.	.	.	intergenic	98813250	98814181	932
chr3	116790394	116791005	intergenic	.	.	.	intergenic	116790394	116791005	612
chr3	142541602	142542550	intergenic	.	.	.	intergenic	142541602	142542550	949
chr7	19698334	19698403	intergenic	.	.	.	intergenic	19698334	19698403	70
chr7	19698333	19698403	intergenic	.	.	.	intergenic	19698333	19698403	71
chr7	118153578	118154171	intergenic	.	.	.	intergenic	118153578	118154171	594
chr7	130510294	130510810	intergenic	.	.	.	intergenic	130510294	130510810	517
chr4	118152764	118153189	intergenic	.	.	.	intergenic	118152764	118153189	426
chr4	140938065	140939692	intergenic	.	.	.	intergenic	140938065	140939692	1628
chr5	24169391	24170008	intergenic	.	.	.	intergenic	24169391	24170008	618
chr5	100062276	100062360	intergenic	.	.	.	intergenic	100062276	100062360	85
chr5	107900647	107901537	intergenic	.	.	.	intergenic	107900647	107901537	891
chr8	41280152	41280197	intergenic	.	.	.	intergenic	41280152	41280197	46
chrX	103609196	103609303	intergenic	.	.	.	intergenic	103609196	103609303	108
chr1	9677829	9678271	intergenic	.	.	.	intergenic	9677829	9678271	443
chr17	7236128	7236192	intergenic	.	.	.	intergenic	7236128	7236192	65
chr11	65855030	65855186	intergenic	.	.	.	intergenic	65855030	65855186	157
chr18	61811809	61813541	intergenic	.	.	.	intergenic	61811809	61813541	1733
chr11	62882020	62882986	intergenic	.	.	.	intergenic	62882020	62882986	967
chr11	78217712	78217840	intergenic	.	.	.	intergenic	78217712	78217840	129
chr7	19698342	19698403	intergenic	.	.	.	intergenic	19698342	19698403	62
chr7	73441283	73441585	intergenic	-	.	.	intergenic	73441283	73441585	303
chr7	130538738	130539010	intergenic	.	.	.	intergenic	130538738	130539010	273
chr9	121784925	121785051	intergenic	-	.	.	intergenic	121784925	121785051	127
chr16	30353983	30354231	intergenic	.	.	.	intergenic	30353983	30354231	249
chr8	11423824	11424091	intergenic	.	.	.	intergenic	11423824	11424091	268
chr8	79665144	79665746	intergenic	.	.	.	intergenic	79665144	79665746	603
chr8	79665144	79666129	intergenic	.	.	.	intergenic	79665144	79666129	986
chr5	34134413	34134705	intergenic	.	.	.	intergenic	34134413	34134705	293
chr5	72203564	72203602	intergenic	.	.	.	intergenic	72203564	72203602	39
chr5	74627562	74628119	intergenic	.	.	.	intergenic	74627562	74628119	558
chr5	112842386	112843203	intergenic	.	.	.	intergenic	112842386	112843203	818
chr3	122426755	122427138	intergenic	.	.	.	intergenic	122426755	122427138	384
chr12	118033203	118036389	intergenic	.	.	.	intergenic	118033203	118036389	3187
chr12	118035013	118036389	intergenic	.	.	.	intergenic	118035013	118036389	1377
chr17	29261132	29261736	intergenic	.	.	.	intergenic	29261132	29261736	605
chr11	65855136	65855186	intergenic	.	.	.	intergenic	65855136	65855186	51
chr11	69652308	69652569	intergenic	.	.	.	intergenic	69652308	69652569	262
chr9	114597718	114597794	intergenic	.	.	.	intergenic	114597718	114597794	77
chr1	151759784	151759830	intergenic	.	.	.	intergenic	151759784	151759830	47
chr1	182858611	182884792	intergenic	.	.	.	intergenic	182858611	182884792	26182
chrX	98780480	98780955	intergenic	.	.	.	intergenic	98780480	98780955	476
chr17	45515284	45515352	intergenic	.	.	.	intergenic	45515284	45515352	69
chr3	155987448	155987500	intergenic	.	.	.	intergenic	155987448	155987500	53
chr10	27006224	27006679	intergenic	.	.	.	intergenic	27006224	27006679	456
chr10	100549376	100550357	intergenic	.	.	.	intergenic	100549376	100550357	982
chr4	40812480	40812684	intergenic	.	.	.	intergenic	40812480	40812684	205
chr4	133190260	133190440	intergenic	.	.	.	intergenic	133190260	133190440	181
chr12	24074162	24074358	intergenic	.	.	.	intergenic	24074162	24074358	197
chr13	95635064	95635463	intergenic	-	.	.	intergenic	95635064	95635463	400
chr8	79665144	79666069	intergenic	.	.	.	intergenic	79665144	79666069	926
chr7	83959514	83961542	intergenic	.	.	.	intergenic	83959514	83961542	2029
chr7	90127157	90127596	intergenic	.	.	.	intergenic	90127157	90127596	440
chr7	98846610	98846726	intergenic	.	.	.	intergenic	98846610	98846726	117
chr7	102465814	102465891	intergenic	+	.	.	intergenic	102465814	102465891	78
chr6	85610937	85610993	intergenic	.	.	.	intergenic	85610937	85610993	57
chrX	98707739	98710077	intergenic	.	.	.	intergenic	98707739	98710077	2339
chr17	30908218	30908651	intergenic	.	.	.	intergenic	30908218	30908651	434
chr18	11882786	11882839	intergenic	.	.	.	intergenic	11882786	11882839	54
chr5	107597240	107597543	intergenic	.	.	.	intergenic	107597240	107597543	304
chr15	80080724	80080895	intergenic	.	.	.	intergenic	80080724	80080895	172
chr19	43506723	43506921	intergenic	.	.	.	intergenic	43506723	43506921	199
chr19	44021429	44021561	intergenic	.	.	.	intergenic	44021429	44021561	133
chr19	48645848	48645933	intergenic	.	.	.	intergenic	48645848	48645933	86
chr2	74679810	74680401	intergenic	.	.	.	intergenic	74679810	74680401	592
chr2	119445419	119445460	intergenic	.	.	.	intergenic	119445419	119445460	42
chr15	44561890	44561966	intergenic	.	.	.	intergenic	44561890	44561966	77
chr15	74544346	74544483	intergenic	.	.	.	intergenic	74544346	74544483	138
chr19	5667112	5667148	intergenic	-	.	.	intergenic	5667112	5667148	37
chr19	55091091	55091135	intergenic	.	.	.	intergenic	55091091	55091135	45
chr12	104031977	104032424	intergenic	.	.	.	intergenic	104031977	104032424	448
chr11	116931771	116932196	intergenic	.	.	.	intergenic	116931771	116932196	426
chr17	32929032	32929137	intergenic	.	.	.	intergenic	32929032	32929137	106
chr17	35186873	35186945	intergenic	.	.	.	intergenic	35186873	35186945	73
chr1	53299153	53299517	intergenic	.	.	.	intergenic	53299153	53299517	365
chr7	112106910	112107325	intergenic	.	.	.	intergenic	112106910	112107325	416
chr11	79527256	79527581	intergenic	.	.	.	intergenic	79527256	79527581	326
chr3	9784176	9787261	intergenic	.	.	.	intergenic	9784176	9787261	3086
chr3	69027899	69027954	intergenic	.	.	.	intergenic	69027899	69027954	56
chr19	4360563	4361537	intergenic	.	.	.	intergenic	4360563	4361537	975
chr19	41871387	41871421	intergenic	.	.	.	intergenic	41871387	41871421	35
chr11	65854917	65855186	intergenic	.	.	.	intergenic	65854917	65855186	270
chr11	65855084	65855186	intergenic	.	.	.	intergenic	65855084	65855186	103
chr11	75571881	75571970	intergenic	.	.	.	intergenic	75571881	75571970	90
chr11	95834242	95834305	intergenic	.	.	.	intergenic	95834242	95834305	64
chr18	36796111	36796376	intergenic	-	.	.	intergenic	36796111	36796376	266
chr10	86927723	86927816	intergenic	.	.	.	intergenic	86927723	86927816	94
chr10	127452034	127452149	intergenic	.	.	.	intergenic	127452034	127452149	116
chr1	16230792	16231002	intergenic	.	.	.	intergenic	16230792	16231002	211
chr1	43990663	43990704	intergenic	.	.	.	intergenic	43990663	43990704	42
chr1	150576950	150577271	intergenic	-	.	.	intergenic	150576950	150577271	322
chr1	160997741	160997860	intergenic	+	.	.	intergenic	160997741	160997860	120
chr8	11831593	11831645	intergenic	.	.	.	intergenic	11831593	11831645	53
chr8	70112347	70112500	intergenic	.	.	.	intergenic	70112347	70112500	154
chr4	86594605	86594740	intergenic	.	.	.	intergenic	86594605	86594740	136
chr4	103149206	103149295	intergenic	.	.	.	intergenic	103149206	103149295	90
chr12	89348450	89348567	intergenic	.	.	.	intergenic	89348450	89348567	118
chr12	104265713	104265866	intergenic	.	.	.	intergenic	104265713	104265866	154
chr7	73441274	73441585	intergenic	.	.	.	intergenic	73441274	73441585	312
chr7	100093025	100093371	intergenic	.	.	.	intergenic	100093025	100093371	347
chr7	135674383	135674953	intergenic	.	.	.	intergenic	135674383	135674953	571
chr5	25189948	25189989	intergenic	.	.	.	intergenic	25189948	25189989	42
chr5	115580580	115580664	intergenic	.	.	.	intergenic	115580580	115580664	85
chr13	49207226	49208003	intergenic	.	.	.	intergenic	49207226	49208003	778
chr2	121337773	121337821	intergenic	.	.	.	intergenic	121337773	121337821	49
chr6	38673518	38673606	intergenic	.	.	.	intergenic	38673518	38673606	89
chrX	74079841	74079908	intergenic	.	.	.	intergenic	74079841	74079908	68
chrX	150987204	150987838	intergenic	.	.	.	intergenic	150987204	150987838	635
chr7	44112748	44112846	intergenic	.	.	.	intergenic	44112748	44112846	99
chr2	172554160	172555399	intergenic	.	.	.	intergenic	172554160	172555399	1240
chr1	153794012	153794087	intergenic	.	.	.	intergenic	153794012	153794087	76
chr3	27439366	27439957	intergenic	.	.	.	intergenic	27439366	27439957	592
chr3	69027899	69027986	intergenic	.	.	.	intergenic	69027899	69027986	88
chr3	156551735	156551854	intergenic	.	.	.	intergenic	156551735	156551854	120
chr17	29261640	29261736	intergenic	.	.	.	intergenic	29261640	29261736	97
chr17	45515284	45515376	intergenic	.	.	.	intergenic	45515284	45515376	93
chr15	44522729	44523028	intergenic	.	.	.	intergenic	44522729	44523028	300
chr15	78012818	78013312	intergenic	.	.	.	intergenic	78012818	78013312	495
chr11	69652308	69652367	intergenic	+	.	.	intergenic	69652308	69652367	60
chr11	75592220	75592268	intergenic	.	.	.	intergenic	75592220	75592268	49
chr8	63937729	63938367	intergenic	.	.	.	intergenic	63937729	63938367	639
chr8	64045472	64047003	intergenic	.	.	.	intergenic	64045472	64047003	1532
chr9	124353430	124353586	intergenic	.	.	.	intergenic	124353430	124353586	157
chr12	111671626	111671765	intergenic	.	.	.	intergenic	111671626	111671765	140
chr1	43990663	43991016	intergenic	.	.	.	intergenic	43990663	43991016	354
chr14	26469055	26470363	intergenic	.	.	.	intergenic	26469055	26470363	1309
chr2	25233161	25233302	intergenic	.	.	.	intergenic	25233161	25233302	142
chr2	121337772	121337821	intergenic	.	.	.	intergenic	121337772	121337821	50
chr5	115615600	115615797	intergenic	.	.	.	intergenic	115615600	115615797	198
chr10	123015916	123016262	intergenic	.	.	.	intergenic	123015916	123016262	347
chr9	114597664	114597794	intergenic	.	.	.	intergenic	114597664	114597794	131
chr18	25150827	25151199	intergenic	.	.	.	intergenic	25150827	25151199	373
chr6	117907209	117907485	intergenic	.	.	.	intergenic	117907209	117907485	277
chr17	18316702	18317974	intergenic	.	.	.	intergenic	18316702	18317974	1273
chr19	33381224	33382366	intergenic	.	.	.	intergenic	33381224	33382366	1143
chr1	40465811	40465864	intergenic	.	.	.	intergenic	40465811	40465864	54
chr3	88700515	88700646	intergenic	.	.	.	intergenic	88700515	88700646	132
chr3	101576804	101576918	intergenic	.	.	.	intergenic	101576804	101576918	115
chr12	118035030	118036389	intergenic	.	.	.	intergenic	118035030	118036389	1360
chr11	101952480	101952923	intergenic	.	.	.	intergenic	101952480	101952923	444
chr11	106097113	106097498	intergenic	.	.	.	intergenic	106097113	106097498	386
chr1	43990663	43990799	intergenic	.	.	.	intergenic	43990663	43990799	137
chr8	11313115	11313382	intergenic	.	.	.	intergenic	11313115	11313382	268
chr15	48149179	48151560	intergenic	.	.	.	intergenic	48149179	48151560	2382
chr13	93464185	93464566	intergenic	.	.	.	intergenic	93464185	93464566	382
chr2	178354757	178354916	intergenic	.	.	.	intergenic	178354757	178354916	160
chr7	6737635	6737804	intergenic	.	.	.	intergenic	6737635	6737804	170
chr9	79701911	79702225	intergenic	.	.	.	intergenic	79701911	79702225	315
chr17	29258474	29261736	intergenic	.	.	.	intergenic	29258474	29261736	3263
chr17	78827594	78827931	intergenic	.	.	.	intergenic	78827594	78827931	338
chr5	31206948	31207562	intergenic	.	.	.	intergenic	31206948	31207562	615
chr5	43609299	43614278	intergenic	.	.	.	intergenic	43609299	43614278	4980
chr5	74627716	74628119	intergenic	.	.	.	intergenic	74627716	74628119	404
chr5	122947466	122947726	intergenic	.	.	.	intergenic	122947466	122947726	261
chr5	134366294	134366835	intergenic	.	.	.	intergenic	134366294	134366835	542
chr5	150537138	150537892	intergenic	.	.	.	intergenic	150537138	150537892	755
chr2	32429913	32430528	intergenic	.	.	.	intergenic	32429913	32430528	616
chr2	77049278	77049578	intergenic	.	.	.	intergenic	77049278	77049578	301
chr2	121337771	121337821	intergenic	.	.	.	intergenic	121337771	121337821	51
chr4	61779031	61779366	intergenic	.	.	.	intergenic	61779031	61779366	336
chr10	103070582	103071049	intergenic	.	.	.	intergenic	103070582	103071049	468
chr10	123001964	123002695	intergenic	.	.	.	intergenic	123001964	123002695	732
chr9	9692942	9693492	intergenic	.	.	.	intergenic	9692942	9693492	551
chr9	20591422	20591926	intergenic	.	.	.	intergenic	20591422	20591926	505
chr9	20921385	20922022	intergenic	-	.	.	intergenic	20921385	20922022	638
chr9	79654388	79655398	intergenic	.	.	.	intergenic	79654388	79655398	1011
chr9	88397648	88398238	intergenic	.	.	.	intergenic	88397648	88398238	591
chr1	37957089	37957734	intergenic	.	.	.	intergenic	37957089	37957734	646
chr1	46081498	46082103	intergenic	.	.	.	intergenic	46081498	46082103	606
chr1	46119380	46120114	intergenic	.	.	.	intergenic	46119380	46120114	735
chr1	172149322	172150206	intergenic	.	.	.	intergenic	172149322	172150206	885
chr8	79665144	79665818	intergenic	.	.	.	intergenic	79665144	79665818	675
chr8	79665144	79666082	intergenic	.	.	.	intergenic	79665144	79666082	939
chr8	79665144	79665683	intergenic	.	.	.	intergenic	79665144	79665683	540
chr8	79665144	79665816	intergenic	.	.	.	intergenic	79665144	79665816	673
chr8	90994637	90994854	intergenic	.	.	.	intergenic	90994637	90994854	218
chr8	90994637	90995658	intergenic	.	.	.	intergenic	90994637	90995658	1022
chr8	94511296	94511663	intergenic	.	.	.	intergenic	94511296	94511663	368
chr8	109667629	109667946	intergenic	.	.	.	intergenic	109667629	109667946	318
chr16	73004746	73005130	intergenic	.	.	.	intergenic	73004746	73005130	385
chr12	44547344	44547781	intergenic	.	.	.	intergenic	44547344	44547781	438
chr12	44551437	44551980	intergenic	.	.	.	intergenic	44551437	44551980	544
chr12	51720723	51721464	intergenic	.	.	.	intergenic	51720723	51721464	742
chr12	53010623	53011124	intergenic	.	.	.	intergenic	53010623	53011124	502
chr12	66511252	66511989	intergenic	.	.	.	intergenic	66511252	66511989	738
chr12	98943915	98944157	intergenic	.	.	.	intergenic	98943915	98944157	243
chr12	118034250	118036389	intergenic	.	.	.	intergenic	118034250	118036389	2140
chr7	17155077	17156187	intergenic	.	.	.	intergenic	17155077	17156187	1111
chr7	29328645	29328984	intergenic	.	.	.	intergenic	29328645	29328984	340
chr7	83961133	83961542	intergenic	.	.	.	intergenic	83961133	83961542	410
chr7	133708963	133709008	intergenic	.	.	.	intergenic	133708963	133709008	46
chr7	140886567	140886775	intergenic	.	.	.	intergenic	140886567	140886775	209
chr11	73115011	73115206	intergenic	.	.	.	intergenic	73115011	73115206	196
chr11	76800930	76801639	intergenic	.	.	.	intergenic	76800930	76801639	710
chr11	79027671	79027977	intergenic	.	.	.	intergenic	79027671	79027977	307
chr11	102218051	102218415	intergenic	.	.	.	intergenic	102218051	102218415	365
chr13	107746834	107748183	intergenic	.	.	.	intergenic	107746834	107748183	1350
chr14	33098735	33099016	intergenic	.	.	.	intergenic	33098735	33099016	282
chr14	47548368	47548918	intergenic	.	.	.	intergenic	47548368	47548918	551
chr14	55633236	55633333	intergenic	.	.	.	intergenic	55633236	55633333	98
chr19	4360925	4361537	intergenic	.	.	.	intergenic	4360925	4361537	613
chr19	21277759	21277858	intergenic	.	.	.	intergenic	21277759	21277858	100
chr19	23358826	23359149	intergenic	.	.	.	intergenic	23358826	23359149	324
chr19	38652112	38652346	intergenic	.	.	.	intergenic	38652112	38652346	235
chr3	89247129	89247690	intergenic	.	.	.	intergenic	89247129	89247690	562
chr3	116680244	116681104	intergenic	.	.	.	intergenic	116680244	116681104	861
chr3	129309277	129309768	intergenic	.	.	.	intergenic	129309277	129309768	492
chr3	138052633	138054297	intergenic	.	.	.	intergenic	138052633	138054297	1665
chr1	6250168	6250200	intergenic	.	.	.	intergenic	6250168	6250200	33
chr1	34861918	34862517	intergenic	.	.	.	intergenic	34861918	34862517	600
chr9	121816557	121816592	intergenic	.	.	.	intergenic	121816557	121816592	36
chr7	130515790	130516104	intergenic	.	.	.	intergenic	130515790	130516104	315
chr7	130536931	130536982	intergenic	.	.	.	intergenic	130536931	130536982	52
chr7	133748184	133748842	intergenic	.	.	.	intergenic	133748184	133748842	659
chr2	27027054	27027140	intergenic	.	.	.	intergenic	27027054	27027140	87
chr17	45558598	45558806	intergenic	.	.	.	intergenic	45558598	45558806	209
chr11	6403365	6403530	intergenic	.	.	.	intergenic	6403365	6403530	166
chr11	106097113	106097627	intergenic	.	.	.	intergenic	106097113	106097627	515
chr12	55410283	55410433	intergenic	.	.	.	intergenic	55410283	55410433	151
chr12	76025689	76026194	intergenic	.	.	.	intergenic	76025689	76026194	506
chr3	135355072	135355546	intergenic	.	.	.	intergenic	135355072	135355546	475
chr4	107627617	107630786	intergenic	.	.	.	intergenic	107627617	107630786	3170
chr2	109288167	109288806	intergenic	.	.	.	intergenic	109288167	109288806	640
chr1	38045810	38046150	intergenic	+	.	.	intergenic	38045810	38046150	341
chr7	38183522	38184141	intergenic	-	.	.	intergenic	38183522	38184141	620
chr14	47526315	47526937	intergenic	.	.	.	intergenic	47526315	47526937	623
chr8	79665144	79665647	intergenic	.	.	.	intergenic	79665144	79665647	504
chr9	120464962	120465013	intergenic	.	.	.	intergenic	120464962	120465013	52
chr2	152755240	152755710	intergenic	.	.	.	intergenic	152755240	152755710	471
chr11	73428274	73428358	intergenic	.	.	.	intergenic	73428274	73428358	85
chr6	89654159	89654293	intergenic	.	.	.	intergenic	89654159	89654293	135
chr15	73274441	73274486	intergenic	.	.	.	intergenic	73274441	73274486	46
chr15	74627562	74627610	intergenic	.	.	.	intergenic	74627562	74627610	49
chr19	4793494	4793815	intergenic	.	.	.	intergenic	4793494	4793815	322
chr12	54233753	54240438	intergenic	.	.	.	intergenic	54233753	54240438	6686
chr1	39333952	39334050	intergenic	.	.	.	intergenic	39333952	39334050	99
chrX	102864324	102864653	intergenic	.	.	.	intergenic	102864324	102864653	330
chr3	101823039	101823239	intergenic	.	.	.	intergenic	101823039	101823239	201
chr5	136988472	136988544	intergenic	.	.	.	intergenic	136988472	136988544	73
chr5	137469763	137470258	intergenic	.	.	.	intergenic	137469763	137470258	496
chr19	45939080	45940444	intergenic	.	.	.	intergenic	45939080	45940444	1365
chr19	55643177	55643427	intergenic	.	.	.	intergenic	55643177	55643427	251
chr14	24150062	24150138	intergenic	-	.	.	intergenic	24150062	24150138	77
chr7	35633049	35633329	intergenic	.	.	.	intergenic	35633049	35633329	281
chr7	100706894	100706945	intergenic	.	.	.	intergenic	100706894	100706945	52
chr8	79665144	79665576	intergenic	.	.	.	intergenic	79665144	79665576	433
chr8	79665144	79666085	intergenic	.	.	.	intergenic	79665144	79666085	942
chr10	45649988	45650797	intergenic	.	.	.	intergenic	45649988	45650797	810
chr13	49248201	49248418	intergenic	.	.	.	intergenic	49248201	49248418	218
chr13	73688476	73689044	intergenic	.	.	.	intergenic	73688476	73689044	569
chr11	69652308	69652368	intergenic	.	.	.	intergenic	69652308	69652368	61
chr4	99057759	99061178	intergenic	.	.	.	intergenic	99057759	99061178	3420
chr6	117907209	117907479	intergenic	+	.	.	intergenic	117907209	117907479	271
chr12	56511507	56511548	intergenic	.	.	.	intergenic	56511507	56511548	42
chr12	118033148	118036389	intergenic	.	.	.	intergenic	118033148	118036389	3242
chr5	33881188	33881383	intergenic	.	.	.	intergenic	33881188	33881383	196
chr5	69561200	69561256	intergenic	.	.	.	intergenic	69561200	69561256	57
chr17	17383375	17383415	intergenic	.	.	.	intergenic	17383375	17383415	41
chr17	29260781	29261736	intergenic	.	.	.	intergenic	29260781	29261736	956
chr16	18784745	18784805	intergenic	.	.	.	intergenic	18784745	18784805	61
chr7	100093311	100093371	intergenic	.	.	.	intergenic	100093311	100093371	61
chr1	36176713	36176775	intergenic	.	.	.	intergenic	36176713	36176775	63
chr1	93607671	93607764	intergenic	.	.	.	intergenic	93607671	93607764	94
chr1	156671705	156673529	intergenic	.	.	.	intergenic	156671705	156673529	1825
chr11	59806436	59807799	intergenic	.	.	.	intergenic	59806436	59807799	1364
chr19	41982009	41985331	intergenic	.	.	.	intergenic	41982009	41985331	3323
chr9	114593006	114593436	intergenic	.	.	.	intergenic	114593006	114593436	431
chr14	41082362	41082776	intergenic	.	.	.	intergenic	41082362	41082776	415
chr1	42693756	42694746	intergenic	.	.	.	intergenic	42693756	42694746	991
chr4	48385273	48387159	intergenic	.	.	.	intergenic	48385273	48387159	1887
chr3	100139637	100140178	intergenic	.	.	.	intergenic	100139637	100140178	542
chr15	57256339	57256474	intergenic	.	.	.	intergenic	57256339	57256474	136
chr2	11277107	11277436	intergenic	.	.	.	intergenic	11277107	11277436	330
chr2	70661761	70662378	intergenic	.	.	.	intergenic	70661761	70662378	618
chr7	49770948	49771037	intergenic	.	.	.	intergenic	49770948	49771037	90
chr10	51494846	51495571	intergenic	.	.	.	intergenic	51494846	51495571	726
chr10	123025301	123026079	intergenic	.	.	.	intergenic	123025301	123026079	779
chr5	116481699	116482389	intergenic	.	.	.	intergenic	116481699	116482389	691
chr11	105979673	105980203	intergenic	.	.	.	intergenic	105979673	105980203	531
chr18	37092572	37096053	intergenic	.	.	.	intergenic	37092572	37096053	3482
chr6	130052878	130052964	intergenic	.	.	.	intergenic	130052878	130052964	87
chr19	53383472	53383556	intergenic	.	.	.	intergenic	53383472	53383556	85
chr1	44019803	44019907	intergenic	.	.	.	intergenic	44019803	44019907	105
chr17	46940964	46941003	intergenic	.	.	.	intergenic	46940964	46941003	40
chr13	95989050	95989090	intergenic	.	.	.	intergenic	95989050	95989090	41
chr13	77134853	77135352	intergenic	.	.	.	intergenic	77134853	77135352	500
chr7	135674383	135674875	intergenic	+	.	.	intergenic	135674383	135674875	493
chr7	141746147	141746470	intergenic	.	.	.	intergenic	141746147	141746470	324
chr12	111184337	111184402	intergenic	.	.	.	intergenic	111184337	111184402	66
chr6	85610937	85611449	intergenic	.	.	.	intergenic	85610937	85611449	513
chr7	120800471	120800545	intergenic	.	.	.	intergenic	120800471	120800545	75
chr3	69006214	69006776	intergenic	.	.	.	intergenic	69006214	69006776	563
chr17	35005603	35006178	intergenic	.	.	.	intergenic	35005603	35006178	576
chr17	46190245	46190606	intergenic	.	.	.	intergenic	46190245	46190606	362
chr1	46067005	46067048	intergenic	.	.	.	intergenic	46067005	46067048	44
chr19	4361153	4361537	intergenic	.	.	.	intergenic	4361153	4361537	385
chr19	11528676	11528718	intergenic	.	.	.	intergenic	11528676	11528718	43
chr19	23344249	23350598	intergenic	.	.	.	intergenic	23344249	23350598	6350
chr11	35664187	35664547	intergenic	.	.	.	intergenic	35664187	35664547	361
chr11	45951648	45952734	intergenic	.	.	.	intergenic	45951648	45952734	1087
chr11	65855070	65855186	intergenic	.	.	.	intergenic	65855070	65855186	117
chr14	20460094	20460158	intergenic	.	.	.	intergenic	20460094	20460158	65
chr9	70320159	70321690	intergenic	.	.	.	intergenic	70320159	70321690	1532
chr6	116661276	116661842	intergenic	.	.	.	intergenic	116661276	116661842	567
chr6	118505958	118506375	intergenic	-	.	.	intergenic	118505958	118506375	418
chr2	165682883	165683714	intergenic	.	.	.	intergenic	165682883	165683714	832
chr2	167465458	167466391	intergenic	.	.	.	intergenic	167465458	167466391	934
chr5	137620358	137621205	intergenic	.	.	.	intergenic	137620358	137621205	848
chr10	86031070	86031602	intergenic	.	.	.	intergenic	86031070	86031602	533
chrX	103609250	103609303	intergenic	.	.	.	intergenic	103609250	103609303	54
chr7	112891860	112892758	intergenic	.	.	.	intergenic	112891860	112892758	899
chr19	55095439	55096120	intergenic	.	.	.	intergenic	55095439	55096120	682
chrX	102127137	102127172	intergenic	.	.	.	intergenic	102127137	102127172	36
chr6	42263506	42263549	intergenic	.	.	.	intergenic	42263506	42263549	44
chr1	72274837	72274885	intergenic	.	.	.	intergenic	72274837	72274885	49
chr14	103685819	103686207	intergenic	.	.	.	intergenic	103685819	103686207	389
chr2	27461965	27462420	intergenic	.	.	.	intergenic	27461965	27462420	456
chr2	31810000	31810406	intergenic	.	.	.	intergenic	31810000	31810406	407
chr2	50128535	50128989	intergenic	.	.	.	intergenic	50128535	50128989	455
chr2	50286738	50287794	intergenic	.	.	.	intergenic	50286738	50287794	1057
chr2	69977808	69978857	intergenic	.	.	.	intergenic	69977808	69978857	1050
chr2	69993813	69993862	intergenic	.	.	.	intergenic	69993813	69993862	50
chr2	77518501	77519427	intergenic	.	.	.	intergenic	77518501	77519427	927
chr4	98650486	98650812	intergenic	.	.	.	intergenic	98650486	98650812	327
chr16	89799651	89799960	intergenic	.	.	.	intergenic	89799651	89799960	310
chr18	13015940	13016541	intergenic	.	.	.	intergenic	13015940	13016541	602
chr18	58054525	58054825	intergenic	.	.	.	intergenic	58054525	58054825	301
chr13	21433705	21434350	intergenic	.	.	.	intergenic	21433705	21434350	646
chr13	67137406	67138236	intergenic	.	.	.	intergenic	67137406	67138236	831
chr13	93662868	93663145	intergenic	.	.	.	intergenic	93662868	93663145	278
chr13	95634895	95635463	intergenic	.	.	.	intergenic	95634895	95635463	569
chr13	113035777	113036952	intergenic	.	.	.	intergenic	113035777	113036952	1176
chrX	101533862	101535959	intergenic	.	.	.	intergenic	101533862	101535959	2098
chrX	101553297	101553475	intergenic	+	.	.	intergenic	101553297	101553475	179
chr11	46752643	46753443	intergenic	.	.	.	intergenic	46752643	46753443	801
chr11	73131022	73131579	intergenic	.	.	.	intergenic	73131022	73131579	558
chr11	96261764	96262193	intergenic	.	.	.	intergenic	96261764	96262193	430
chr11	106097113	106098124	intergenic	.	.	.	intergenic	106097113	106098124	1012
