chr	start	end	cjc_1	cjc_2	ljc_1	ljc_2	adj_cjc_len	adj_ljc_len	pbsi1	pbsi2	delta_pbsi	P	FDR
chr4	26340111	26340416	0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	1,0,3,1,2,4,5,0,0,0,0,0,7,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,7,0,0	0,0,0,0,0,1,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1,5,0,0,0,1,1,3,0	288	576	0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,1.0,nan,0.0,nan,nan,0.0,nan,nan,nan,0.0,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,nan,nan	nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,0.0,nan,nan,nan,nan,1.0,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,nan	-0.013986013986013984	0.8048767391445397	1.0
chr4	44678847	44679439	0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	1,1,3,2,3,0,3,0,0,0,1,0,0,1,1,1,0,1,0,2,2,3,0,1,0,0,0,0,0,0,2,1,3,1,0,0	0,0,1,0,1,0,0,0,2,8,1,1,1,0,0,0,1,2,1,0,0,0,0,5,0,0,1,0,0,1,1,0,0,2,1,5,0	288	576	0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,nan,nan,0.6666666666666667,nan,nan,0.0,0.0,0.0,1.0,0.0,nan,0.0,0.0,0.0,nan,0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,nan,nan	nan,nan,0.0,nan,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,nan,nan,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,0.0,nan,nan,0.0,0.0,0.0,nan	0.08333333333333334	0.3188248104991418	1.0
chr4	53012048	53012492	0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0	288	576	nan,nan,nan,nan,nan,nan,0.0,nan,0.0,nan,1.0,nan,nan,nan,nan,nan,1.0,nan,nan,0.0,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan	nan,nan,nan,nan,nan,0.0,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan	0.3333333333333333	0.2205253345999455	1.0
chr4	140927219	140927774	0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0	0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0	288	576	nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,1.0,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan	nan,nan,nan,nan,nan,nan,0.0,nan,nan,0.0,nan,nan,nan,nan,nan,nan,0.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,0.0,nan,nan	0.23333333333333336	0.9716102507189658	1.0
chr18	12985317	12985370	0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	30,68,36,32,16,236,194,146,26,57,46,43,243,43,62,39,166,49,187,68,62,56,23,51,53,64,55,51,41,56,55,47,181,197,191,75	14,175,43,50,48,54,8,24,41,95,44,58,237,68,191,43,33,41,46,115,55,189,41,220,48,142,56,9,50,56,31,158,187,44,49,123,260	54	342	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1283783783783784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.003566066066066067	1.0	1.0
chr13	24905709	24905753	0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	5,28,22,18,8,20,37,14,7,5,21,16,42,12,3,19,14,26,16,32,6,9,10,7,4,7,18,5,5,33,31,13,97,31,19,4	7,17,22,11,6,5,1,4,22,32,24,36,39,3,13,8,6,7,12,10,5,24,7,28,14,9,12,2,11,10,3,16,17,16,30,73,109	45	333	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48051948051948057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.01334776334776335	1.0	1.0
chr13	112882992	112883099	0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	10,12,16,17,15,79,67,51,11,8,27,21,64,27,10,8,42,26,51,21,13,13,9,10,8,4,22,14,8,14,16,13,53,72,43,13	7,41,16,4,9,6,7,7,18,22,16,23,82,10,49,14,14,6,32,46,7,35,14,109,21,51,10,2,8,13,6,33,45,5,19,53,66	108	396	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2588235294117648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6470588235294117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.423076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.013728887258299025	1.0	1.0
chr3	155987448	155987850	0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	293,1632,824,905,301,3037,2992,1647,371,524,1504,1341,2597,990,560,857,2364,1524,2210,1244,587,528,381,670,811,577,1725,939,491,1624,1191,1391,3816,2696,2864,554	166,2219,1344,900,836,532,154,405,833,1418,1383,1236,2620,846,2953,826,499,705,1540,1643,512,2856,502,2999,1332,1596,548,157,576,439,314,2222,2256,518,892,2939,6460	288	576	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014892032762472418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	4.136675767353449e-05	1.0	1.0
chr17	28362561	28362694	0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	7,10,8,4,11,6,7,9,2,8,15,11,19,6,22,6,15,15,9,13,5,14,3,16,14,15,25,20,6,8,5,8,36,13,8,16	1,6,5,24,16,15,0,2,10,38,13,3,13,26,9,19,13,17,21,6,7,6,6,11,12,4,8,0,12,22,9,6,10,14,5,26,56	134	422	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22257383966244726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.006182606657290202	1.0	1.0
chr2	25231566	25231667	0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0	57,39,52,49,85,49,45,24,69,83,93,63,41,49,107,50,34,87,31,37,86,103,64,86,90,90,36,104,68,41,34,85,177,57,29,89	21,25,83,78,82,84,14,90,54,228,87,43,42,79,31,83,69,89,71,20,70,30,59,63,76,12,74,16,65,101,74,23,27,73,41,208,247	102	390	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35878564857405704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08165829145728642,0.06911217437533224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03245132301547682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19287833827893175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.00806434566550172	1.0	1.0
chr12	69258628	69258837	0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	241,238,215,342,236,561,532,321,145,92,303,285,638,342,99,184,356,276,313,297,128,395,144,196,201,130,210,218,112,202,314,197,842,627,337,122	84,283,159,222,164,346,79,182,259,714,287,339,653,171,309,177,254,185,282,309,132,354,108,526,285,322,101,75,190,378,248,340,337,201,347,996,723	210	498	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0073790896159317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005967788323267165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00659882334234374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0001924000326020896	1.0	1.0
chr7	128659153	128659667	0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	11,5,14,4,8,7,9,4,8,2,4,4,15,10,6,6,6,4,2,6,2,5,3,10,6,7,8,11,4,6,13,11,40,16,6,6	2,2,17,7,10,10,2,9,16,35,2,6,8,4,4,8,7,7,3,9,5,2,3,9,5,2,3,6,17,11,8,1,8,8,11,33,21	288	576	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764705882352933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.003267973856209148	1.0	1.0
chr6	89654159	89654287	0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	10,6,10,10,14,94,116,33,10,8,7,7,240,14,10,8,47,6,53,14,11,24,19,12,7,8,8,8,4,4,13,4,29,236,35,5	3,46,6,7,9,11,4,15,10,31,6,10,244,4,49,1,10,5,2,45,8,44,10,100,7,43,18,4,6,11,23,54,42,8,8,43,37	129	417	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026231364408379032,0.0,0.0,0.0,0.0,0.0,0.0,0.18758434547908232,0.0,0.0,0.0,0.0,0.0,0.0,0.28778467908902694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09442934782608692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.011381199602395599	1.0	1.0
chr17	43295261	43295589	0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,3,6,2,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0	0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,5,0,0,0,1,0,7,0,0,1,0,0,0,0,0,0,0,0	288	576	nan,nan,nan,nan,nan,0.0,0.0,0.0,nan,nan,nan,nan,0.4,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,nan	nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,0.0,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,0.0,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan	0.05714285714285715	0.4843740007432774	1.0
chr9	66919021	66919509	0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	5,16,14,8,9,18,20,8,4,8,14,21,17,15,21,7,12,13,29,14,16,4,5,18,15,22,13,15,11,21,7,10,39,14,13,15	6,19,14,20,20,17,4,3,7,31,9,13,16,23,19,19,9,20,14,11,13,20,18,25,10,13,8,4,14,11,8,23,6,10,8,45,55	288	576	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333333333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06060606060606066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.010545234229444755	1.0	1.0
chr5	34167353	34167404	0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	14,9,16,16,7,36,38,9,13,1,8,6,33,18,4,14,3,9,4,17,1,4,8,0,1,2,5,2,5,6,19,1,39,37,4,0	0,5,4,1,1,6,0,11,19,18,5,18,28,1,1,0,5,1,16,11,0,3,2,31,5,11,1,0,1,7,7,2,2,5,18,81,24	52	340	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26645768025078365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan	nan,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.007836990595611285	0.9716781833571642	1.0
chr5	140677337	140677415	0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	33,67,58,52,29,69,61,46,38,54,112,95,63,59,47,40,61,97,51,62,62,51,41,72,62,59,71,108,47,92,50,80,204,73,45,53	12,59,77,91,101,68,9,50,50,166,83,55,72,81,56,94,65,78,100,53,49,53,61,56,70,51,52,10,54,68,27,50,55,63,51,186,330	79	367	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13605189990732158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.003779219441870044	1.0	1.0
chr19	44235977	44236142	0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	12,50,35,37,13,46,30,11,36,31,84,44,42,37,22,51,30,74,30,35,17,21,29,31,25,27,58,35,18,41,47,29,145,46,35,29	16,38,49,19,21,16,13,26,40,87,51,53,42,28,36,25,37,32,72,24,21,44,12,43,56,17,23,9,23,21,18,27,37,25,45,164,227	166	454	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06882959369314745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05089686098654711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0005363423206687385	1.0	1.0
chr11	107320949	107321586	0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	12,4,7,13,8,6,5,5,2,12,9,17,9,6,17,17,0,9,1,14,11,21,0,6,13,15,5,8,6,9,4,10,46,8,1,9	5,2,8,13,8,10,2,2,14,44,8,12,16,14,1,10,15,12,15,15,8,1,4,7,4,7,7,1,12,12,7,1,3,11,8,30,37	288	576	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.011764705882352941	1.0	1.0
chr1	160997741	160997826	0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	3,150,129,200,4,512,516,324,0,7,264,227,471,163,5,120,297,283,324,151,9,8,0,9,9,8,141,7,2,157,123,176,309,479,371,4	0,298,187,14,3,4,0,0,126,12,247,137,480,12,340,9,7,6,294,306,8,347,4,502,232,300,1,0,7,2,2,308,274,7,188,585,403	86	374	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.025986659255141764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	nan,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0007643135075041695	1.0	1.0
chr15	101708801	101708875	0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,3,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,2	20,24,14,45,19,28,25,13,42,50,31,34,32,52,25,18,16,40,36,34,38,48,32,25,16,31,27,28,29,16,28,23,75,30,17,30	6,21,27,22,24,37,15,46,24,60,33,24,21,20,29,21,24,9,39,28,27,28,26,26,33,13,25,11,24,45,27,25,26,26,26,121,107	75	363	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08515130190007036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.279123414071511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24395161290322587,0.4606598984771574,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46808510638297873,0.0,0.0,0.0,0.0,0.1569390402075227,0.0,0.0,0.0,0.08296194720603367	0.010556524801311883	1.0	1.0
chr3	69027899	69027964	0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	15,8,10,17,21,7,4,7,7,16,12,12,7,15,2,9,3,13,12,11,17,4,15,7,10,8,8,5,7,6,14,12,48,13,3,10	4,4,12,17,13,8,3,16,8,26,10,12,13,4,3,14,15,12,13,5,7,3,6,5,3,4,16,3,9,7,15,6,2,12,10,34,30	66	354	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41696113074204944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.011582253631723596	1.0	1.0
